Name,Email,Password,Contact,Location,Billing Name,Billing Country,Billing State,Billing City,Billing Phone,Billing Zip,Billing Address,Shipping Name,Shipping Country,Shipping State,Shipping City,Shipping Phone,Shipping Zip,Shipping Address,Bank Name,Account Number,Swift Code,IBAN,Beneficiary Name,Currency Name,Company Name,Company Location,Company Store Name
Vendor,vendor@example.com,123456,7878787878,India,Keire,India,Maharashtra,Mumbai,02228896140,400064,198-Bombay Talkies Compd; Himanshurai Road; Malad (west),Keire,India,Maharashtra,Mumbai,02228896140,400064,198-Bombay Talkies Compd; Himanshurai Road; Malad (west),US BANK; NA,7845269652656,1234,12345,Ida F. Mullen,USD,company name,India,company store name49.36.83.154,2023-06-16,16:00:04 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-06-27,16:55:32 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-06-29,16:34:11 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-06-30,09:10:59 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-06-30,10:41:06 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-07-13,15:58:14 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-07-13,17:14:37 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-07-20,18:24:49 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Vadodara,391101,22.3008,73.2043
49.36.83.154,2023-08-16,10:36:00 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-09-06,15:42:34 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-09-14,16:13:40 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-10-27,15:07:23 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-11-06,15:49:28 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-11-24,16:22:38 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-11-28,09:11:08 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-11-29,09:43:54 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-12-19,15:11:39 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,394101,21.1888,72.8293
49.36.83.154,2023-12-19,16:35:46 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,394101,21.1888,72.8293
49.36.83.154,2023-12-21,15:28:59 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,394101,21.1888,72.8293
49.36.83.154,2023-12-22,16:20:13 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,394101,21.1888,72.8293
49.36.83.154,2023-12-25,11:00:11 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,394101,21.1888,72.8293
49.36.83.154,2023-12-25,14:20:39 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,394101,21.1888,72.8293
49.36.83.154,2023-12-29,15:21:41 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,394101,21.1888,72.8293
49.36.83.154,2024-01-10,15:10:21 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-01-19,14:54:19 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-01-25,10:07:56 UTC,["necessary"],desktop,en,Chrome,Windows,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-01-25,15:32:53 UTC,["necessary"],desktop,en,Chrome,Windows,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-01-27,14:24:08 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-01-27,14:56:43 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-01-31,10:43:27 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-02-13,09:19:04 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-02-14,11:30:25 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-03-29,14:12:40 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-04-01,08:57:10 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-04-01,12:49:44 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-04-02,11:48:28 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-04-02,17:07:28 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-04-02,17:57:40 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-04-10,11:34:24 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-04-12,09:56:45 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-04-15,09:33:59 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-04-29,17:16:45 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-04-30,09:06:30 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-05-01,16:51:46 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-05-02,10:23:29 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-05-02,14:03:32 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
